Estado - Sigla,Municipio,Cep,Data_semana,mean,median,sum,std
RJ,RIO DE JANEIRO,22743-051,2023-05-15,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22743-051,2023-05-22,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22743-051,2023-06-12,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22743-051,2023-06-19,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22743-051,2023-07-17,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22743-051,2023-07-24,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-07-31,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-08-07,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-08-14,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-08-21,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-08-28,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22743-051,2023-09-04,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-09-11,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-09-18,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-09-25,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-10-02,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-10-09,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-10-23,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-10-30,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-11-06,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-11-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-11-27,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-12-04,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-12-11,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22743-051,2023-12-18,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22743-051,2023-12-25,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22760-401,2023-01-02,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22760-401,2023-01-09,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22760-401,2023-01-16,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22760-401,2023-01-23,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22760-401,2023-01-30,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22760-401,2023-02-06,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22760-401,2023-02-13,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22760-401,2023-02-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-02-27,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-03-06,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-03-13,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-03-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-03-27,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-04-03,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-04-10,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-04-17,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-04-24,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-05-01,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-05-08,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-05-15,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-05-22,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-05-29,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22760-401,2023-06-05,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22760-401,2023-06-12,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22760-401,2023-06-19,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22760-401,2023-06-26,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22760-401,2023-07-03,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22760-401,2023-07-10,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22760-401,2023-07-17,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22760-401,2023-07-24,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22760-401,2023-07-31,4.34,4.34,4.34,
RJ,RIO DE JANEIRO,22760-401,2023-08-07,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-08-14,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-08-21,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-08-28,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-09-04,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-09-11,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-09-18,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-09-25,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-10-16,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-10-23,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-10-30,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-11-06,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-11-13,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-11-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-11-27,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-12-04,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-12-11,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-12-18,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22760-401,2023-12-25,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22765-002,2023-01-02,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22765-002,2023-01-23,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22765-002,2023-01-30,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22765-002,2023-02-06,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22765-002,2023-02-20,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22765-002,2023-03-06,4.27,4.27,4.27,
RJ,RIO DE JANEIRO,22765-002,2023-03-20,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22765-002,2023-04-10,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22765-002,2023-05-01,4.27,4.27,4.27,
RJ,RIO DE JANEIRO,22765-002,2023-06-05,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22765-002,2023-06-12,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22765-002,2023-06-19,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22765-002,2023-06-26,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22765-002,2023-08-07,4.35,4.35,4.35,
RJ,RIO DE JANEIRO,22765-002,2023-12-11,4.25,4.25,4.25,
RJ,RIO DE JANEIRO,22770-330,2023-01-02,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22770-330,2023-01-30,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22770-330,2023-02-06,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22770-330,2023-06-12,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22770-330,2023-06-19,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22770-330,2023-06-26,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22770-330,2023-08-07,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22770-330,2023-10-23,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22770-330,2023-11-06,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22770-650,2023-01-02,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22770-650,2023-02-06,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22770-650,2023-03-06,4.07,4.07,4.07,
RJ,RIO DE JANEIRO,22770-650,2023-05-01,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22770-650,2023-06-19,3.97,3.97,3.97,
RJ,RIO DE JANEIRO,22770-650,2023-06-26,3.97,3.97,3.97,
RJ,RIO DE JANEIRO,22770-650,2023-07-03,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-004,2023-02-20,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-004,2023-07-17,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-004,2023-11-20,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-005,2023-01-02,4.69,4.69,4.69,
RJ,RIO DE JANEIRO,22775-005,2023-01-09,4.79,4.79,4.79,
RJ,RIO DE JANEIRO,22775-005,2023-01-16,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-01-23,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-01-30,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-02-06,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-02-13,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-02-20,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-02-27,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22775-005,2023-03-06,4.48,4.48,4.48,
RJ,RIO DE JANEIRO,22775-005,2023-03-13,4.48,4.48,4.48,
RJ,RIO DE JANEIRO,22775-005,2023-03-20,4.48,4.48,4.48,
RJ,RIO DE JANEIRO,22775-005,2023-03-27,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-04-03,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-04-10,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-04-17,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-04-24,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-05-01,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-05-08,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-05-15,4.37,4.37,4.37,
RJ,RIO DE JANEIRO,22775-005,2023-05-22,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-005,2023-05-29,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-005,2023-06-05,3.95,3.95,3.95,
RJ,RIO DE JANEIRO,22775-005,2023-06-12,3.96,3.96,7.92,0.042426406871192736
RJ,RIO DE JANEIRO,22775-005,2023-06-19,3.96,3.96,7.92,0.042426406871192736
RJ,RIO DE JANEIRO,22775-005,2023-06-26,3.96,3.96,7.92,0.042426406871192736
RJ,RIO DE JANEIRO,22775-005,2023-07-03,4.365,4.365,8.73,0.10606601717798238
RJ,RIO DE JANEIRO,22775-005,2023-07-10,4.359999999999999,4.359999999999999,8.719999999999999,0.09899494936611612
RJ,RIO DE JANEIRO,22775-005,2023-07-17,4.359999999999999,4.359999999999999,8.719999999999999,0.09899494936611612
RJ,RIO DE JANEIRO,22775-005,2023-07-24,4.359999999999999,4.359999999999999,8.719999999999999,0.09899494936611612
RJ,RIO DE JANEIRO,22775-005,2023-07-31,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22775-005,2023-08-07,4.234999999999999,4.234999999999999,8.469999999999999,0.07778174593052013
RJ,RIO DE JANEIRO,22775-005,2023-08-14,4.234999999999999,4.234999999999999,8.469999999999999,0.07778174593052013
RJ,RIO DE JANEIRO,22775-005,2023-08-21,4.234999999999999,4.234999999999999,8.469999999999999,0.07778174593052013
RJ,RIO DE JANEIRO,22775-005,2023-08-28,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22775-005,2023-09-04,4.225,4.225,8.45,0.09192388155425078
RJ,RIO DE JANEIRO,22775-005,2023-09-11,4.16,4.16,4.16,
RJ,RIO DE JANEIRO,22775-005,2023-09-18,4.16,4.16,4.16,
RJ,RIO DE JANEIRO,22775-005,2023-09-25,4.16,4.16,4.16,
RJ,RIO DE JANEIRO,22775-005,2023-10-09,4.16,4.16,4.16,
RJ,RIO DE JANEIRO,22775-005,2023-10-23,4.16,4.16,4.16,
RJ,RIO DE JANEIRO,22775-005,2023-10-30,4.06,4.06,4.06,
RJ,RIO DE JANEIRO,22775-005,2023-11-06,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-005,2023-11-13,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22775-005,2023-11-20,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22775-005,2023-12-11,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22775-005,2023-12-25,4.15,4.15,4.15,
RJ,RIO DE JANEIRO,22775-040,2023-01-02,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22775-040,2023-01-09,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22775-040,2023-01-16,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22775-040,2023-01-23,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22775-040,2023-01-30,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22775-040,2023-02-06,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-02-13,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-02-20,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-02-27,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-03-06,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-03-13,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-03-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-03-27,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-04-03,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-04-10,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-04-17,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-04-24,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-05-01,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-05-08,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-05-15,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22775-040,2023-05-22,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-05-29,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-06-05,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-06-12,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-06-19,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-06-26,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-07-03,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-07-10,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-07-17,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-040,2023-07-24,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-07-31,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-08-07,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-08-14,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-08-21,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-08-28,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-09-04,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-09-11,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-09-25,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-10-02,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-10-09,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-10-16,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-10-30,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22775-040,2023-11-06,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-11-13,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-11-20,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-12-11,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-12-18,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-040,2023-12-25,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-01-02,4.67,4.67,4.67,
RJ,RIO DE JANEIRO,22775-110,2023-02-06,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-110,2023-02-20,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22775-110,2023-03-06,4.49,4.49,8.98,0.0
RJ,RIO DE JANEIRO,22775-110,2023-04-24,4.09,4.09,4.09,
RJ,RIO DE JANEIRO,22775-110,2023-05-01,4.09,4.09,4.09,
RJ,RIO DE JANEIRO,22775-110,2023-06-05,3.97,3.97,3.97,
RJ,RIO DE JANEIRO,22775-110,2023-06-26,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-07-17,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-07-31,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-08-07,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-08-14,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-08-21,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-08-28,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-09-11,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-09-25,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22775-110,2023-10-23,4.09,4.09,4.09,
RJ,RIO DE JANEIRO,22780-084,2023-01-02,4.38,4.38,4.38,
RJ,RIO DE JANEIRO,22780-084,2023-01-09,4.28,4.28,4.28,
RJ,RIO DE JANEIRO,22780-084,2023-01-30,4.38,4.38,4.38,
RJ,RIO DE JANEIRO,22780-084,2023-02-06,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22780-084,2023-02-13,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22780-084,2023-02-20,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22780-084,2023-02-27,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22780-084,2023-03-06,4.18,4.18,4.18,
RJ,RIO DE JANEIRO,22780-084,2023-06-05,3.98,3.98,3.98,
RJ,RIO DE JANEIRO,22780-084,2023-06-19,3.98,3.98,3.98,
RJ,RIO DE JANEIRO,22780-084,2023-06-26,3.98,3.98,3.98,
RJ,RIO DE JANEIRO,22780-084,2023-07-03,4.38,4.38,4.38,
RJ,RIO DE JANEIRO,22780-084,2023-07-17,4.28,4.28,4.28,
RJ,RIO DE JANEIRO,22780-084,2023-10-09,4.08,4.08,4.08,
RJ,RIO DE JANEIRO,22780-084,2023-11-06,4.38,4.38,4.38,
RJ,RIO DE JANEIRO,22780-085,2023-01-02,4.45,4.45,4.45,
RJ,RIO DE JANEIRO,22780-085,2023-01-09,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-01-16,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-01-23,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-01-30,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-02-06,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-02-13,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-02-20,4.55,4.55,4.55,
RJ,RIO DE JANEIRO,22780-085,2023-02-27,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-03-06,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-03-13,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-03-20,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-03-27,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-04-03,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-04-10,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-04-17,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-04-24,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-05-01,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-05-08,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-05-15,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-05-22,4.19,4.19,4.19,
RJ,RIO DE JANEIRO,22780-085,2023-05-29,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22780-085,2023-06-05,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22780-085,2023-06-12,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22780-085,2023-06-19,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22780-085,2023-06-26,3.99,3.99,3.99,
RJ,RIO DE JANEIRO,22780-085,2023-07-03,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-07-10,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-07-17,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-07-24,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-07-31,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-08-07,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22780-085,2023-08-14,4.17,4.17,4.17,
RJ,RIO DE JANEIRO,22780-085,2023-08-21,4.17,4.17,4.17,
RJ,RIO DE JANEIRO,22780-085,2023-08-28,4.17,4.17,4.17,
RJ,RIO DE JANEIRO,22780-085,2023-09-04,4.17,4.17,4.17,
RJ,RIO DE JANEIRO,22790-877,2023-01-09,4.99,4.99,4.99,
RJ,RIO DE JANEIRO,22790-877,2023-01-16,4.89,4.89,4.89,
RJ,RIO DE JANEIRO,22790-877,2023-01-23,4.89,4.89,4.89,
RJ,RIO DE JANEIRO,22790-877,2023-01-30,4.89,4.89,4.89,
RJ,RIO DE JANEIRO,22790-877,2023-02-06,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22790-877,2023-02-13,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22790-877,2023-02-20,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22790-877,2023-02-27,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22790-877,2023-03-06,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22790-877,2023-03-13,4.58,4.58,4.58,
RJ,RIO DE JANEIRO,22790-877,2023-03-20,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-03-27,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-04-03,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-04-10,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-04-17,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-05-01,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-05-08,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-05-15,4.47,4.47,4.47,
RJ,RIO DE JANEIRO,22790-877,2023-06-12,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-06-19,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-06-26,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22790-877,2023-07-03,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22790-877,2023-07-10,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22790-877,2023-07-17,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22790-877,2023-07-24,4.59,4.59,4.59,
RJ,RIO DE JANEIRO,22790-877,2023-07-31,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22790-877,2023-08-07,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-08-14,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-08-21,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-08-28,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-09-04,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-09-11,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-09-18,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-09-25,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-10-02,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-10-16,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-10-23,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-10-30,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-11-06,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22790-877,2023-11-13,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-11-20,4.39,4.39,4.39,
RJ,RIO DE JANEIRO,22790-877,2023-12-18,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22790-877,2023-12-25,4.29,4.29,4.29,
RJ,RIO DE JANEIRO,22793-082,2023-01-02,4.78,4.78,4.78,
RJ,RIO DE JANEIRO,22793-082,2023-01-09,4.78,4.78,4.78,
RJ,RIO DE JANEIRO,22793-082,2023-01-16,4.78,4.78,4.78,
RJ,RIO DE JANEIRO,22793-082,2023-01-23,4.78,4.78,4.78,
RJ,RIO DE JANEIRO,22793-082,2023-01-30,4.78,4.78,4.78,
RJ,RIO DE JANEIRO,22793-082,2023-02-06,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22793-082,2023-02-13,4.68,4.68,4.68,
RJ,RIO DE JANEIRO,22793-082,2023-02-20,4.57,4.57,4.57,
RJ,RIO DE JANEIRO,22793-082,2023-02-27,4.57,4.57,4.57,
RJ,RIO DE JANEIRO,22793-082,2023-03-06,4.57,4.57,4.57,
RJ,RIO DE JANEIRO,22793-082,2023-03-13,4.57,4.57,4.57,
RJ,RIO DE JANEIRO,22793-082,2023-03-20,4.57,4.57,4.57,
RJ,RIO DE JANEIRO,22793-082,2023-03-27,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-04-03,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-04-10,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-04-17,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-04-24,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-05-01,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-05-08,4.49,4.49,4.49,
RJ,RIO DE JANEIRO,22793-082,2023-05-15,4.49,4.49,4.49,
